index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
527,5.013E+15,4.159E+15,식품,농산물,3
528,5.013E+15,4.161E+15,식품,농산물,3
529,5.013E+15,4.277E+15,식품,농산물,6
530,5.013E+15,4.421E+15,식품,농산물,3
531,5.013E+15,4.481E+15,식품,농산물,7
532,5.013E+15,4.677E+15,식품,농산물,3
533,5.013E+15,1.132E+15,식품,농산물,4
534,5.013E+15,4.825E+15,식품,농산물,3
535,5.013E+15,2.629E+15,식품,농산물,3
536,5.013E+15,4.5111E+15,식품,농산물,3
537,5.013E+15,4.136E+15,식품,농산물,5
538,5.013E+15,4.817E+15,식품,농산물,4
539,5.013E+15,4.18E+15,식품,농산물,4
540,5.013E+15,2.623E+15,식품,농산물,6
541,5.013E+15,4.315E+15,식품,농산물,3
542,5.013E+15,4.425E+15,식품,농산물,3
543,5.013E+15,2.626E+15,식품,농산물,3
544,5.013E+15,3.017E+15,식품,농산물,3
545,5.013E+15,4.1111E+15,식품,농산물,4
546,5.013E+15,4.136E+15,식품,농산물,3
547,5.013E+15,4.1463E+15,식품,농산물,3
548,5.013E+15,4.157E+15,식품,농산물,3
549,5.013E+15,4.215E+15,식품,농산물,3
550,5.013E+15,4.3113E+15,식품,농산물,5
551,5.013E+15,4.42E+15,식품,농산물,4
552,5.013E+15,4.615E+15,식품,농산물,3
553,5.013E+15,4.671E+15,식품,농산물,3
554,5.013E+15,1.168E+15,식품,농산물,4
555,5.013E+15,4.1111E+15,식품,농산물,3
556,5.013E+15,4.684E+15,식품,농산물,3
557,5.013E+15,1.135E+15,식품,농산물,3
558,5.013E+15,2.671E+15,식품,농산물,7
559,5.013E+15,4.884E+15,식품,농산물,17
560,5.013E+15,4.163E+15,식품,농산물,7
561,5.013E+15,4.213E+15,식품,농산물,3
562,5.013E+15,4.5113E+15,식품,농산물,4
563,5.013E+15,4.7111E+15,식품,농산물,3
564,5.013E+15,4.782E+15,식품,농산물,3
565,5.013E+15,2.917E+15,식품,농산물,3
566,5.013E+15,2.623E+15,식품,농산물,12
567,5.013E+15,4.1285E+15,식품,농산물,3
568,5.013E+15,4.611E+15,식품,농산물,3
569,5.013E+15,1.174E+15,식품,농산물,4
570,5.013E+15,1.126E+15,식품,농산물,3
571,5.013E+15,2.8237E+15,식품,농산물,10
572,5.013E+15,3.014E+15,식품,농산물,3
573,5.013E+15,4.159E+15,식품,농산물,8
574,5.013E+15,4.833E+15,식품,농산물,3
575,5.013E+15,4.161E+15,식품,농산물,7
576,5.013E+15,4.163E+15,식품,농산물,3
577,5.013E+15,4.48E+15,식품,농산물,3
578,5.013E+15,4.182E+15,식품,농산물,3
579,5.013E+15,3.014E+15,식품,농산물,3
580,5.013E+15,4.4133E+15,식품,농산물,5
581,5.013E+15,1.153E+15,식품,농산물,3
582,5.013E+15,4.513E+15,식품,농산물,3
583,5.013E+15,1.129E+15,식품,농산물,3
584,5.013E+15,1.156E+15,식품,농산물,3
585,5.013E+15,2.65E+15,식품,농산물,3
586,5.013E+15,2.714E+15,식품,농산물,3
587,5.013E+15,2.726E+15,식품,농산물,3
588,5.013E+15,2.8237E+15,식품,농산물,4
589,5.013E+15,2.8245E+15,식품,농산물,3
590,5.013E+15,3.014E+15,식품,농산물,3
591,5.013E+15,3.171E+15,식품,농산물,4
592,5.013E+15,4.415E+15,식품,농산물,3
593,5.013E+15,4.42E+15,식품,농산물,3
594,5.013E+15,3.611E+15,식품,농산물,3
595,5.013E+15,4.1117E+15,식품,농산물,5
596,5.013E+15,3.02E+15,식품,농산물,4
597,5.013E+15,4.145E+15,식품,농산물,3
598,5.013E+15,3.02E+15,식품,농산물,10
599,5.013E+15,1.147E+15,식품,농산물,4
600,5.013E+15,5.011E+15,식품,가공식품,5
601,5.013E+15,1.1215E+15,식품,음료,3
602,5.013E+15,2.653E+15,식품,농산물,5
603,5.013E+15,1.135E+15,식품,농산물,3
604,5.013E+15,4.5111E+15,식품,농산물,4
605,1.111E+15,5.011E+15,패션의류,기타패션의류,37
606,1.129E+15,5.011E+15,화장품/미용,스킨케어,8
607,1.147E+15,5.011E+15,식품,건강식품,7
608,1.168E+15,5.011E+15,식품,기타식품,11
609,1.168E+15,5.013E+15,디지털/가전,기타디지털/가전,7
610,1.171E+15,5.011E+15,패션의류,기타패션의류,4
611,1.171E+15,5.011E+15,화장품/미용,스킨케어,3
612,1.171E+15,5.011E+15,식품,건강식품,3
613,1.171E+15,5.011E+15,식품,건강식품,4
614,2.653E+15,5.011E+15,식품,기타식품,3
615,2.653E+15,5.013E+15,식품,축산,6
616,2.811E+15,5.011E+15,식품,가공식품,4
617,2.817E+15,5.011E+15,여행/문화,문화컨텐츠,3
618,2.914E+15,5.011E+15,식품,농산물,3
619,3.02E+15,5.013E+15,생활/건강,생활용품,3
620,3.023E+15,5.011E+15,식품,냉동/간편조리식품,3
621,4.1135E+15,5.011E+15,식품,음료,4
622,4.1173E+15,5.011E+15,식품,건강식품,3
623,4.122E+15,5.013E+15,패션의류,상의,3
624,4.1271E+15,5.011E+15,식품,기타식품,6
625,4.1273E+15,5.013E+15,패션의류,상의,3
626,4.1281E+15,5.011E+15,생활/건강,문구/사무용품,3
627,4.1285E+15,5.011E+15,패션의류,기타패션의류,13
628,4.136E+15,5.013E+15,식품,가공식품,4
629,4.136E+15,5.011E+15,생활/건강,반려동물,4
630,4.136E+15,5.011E+15,화장품/미용,스킨케어,3
631,4.141E+15,5.011E+15,식품,냉동/간편조리식품,3
632,4.141E+15,5.011E+15,패션의류,상의,3
633,4.141E+15,5.011E+15,생활/건강,건강용품,7
634,4.141E+15,5.011E+15,생활/건강,건강용품,8
635,4.141E+15,5.013E+15,화장품/미용,스킨케어,3
636,4.145E+15,5.011E+15,식품,기타식품,3
637,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
638,4.148E+15,5.013E+15,생활/건강,생활용품,3
639,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
640,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,11
641,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
642,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
643,4.15E+15,5.013E+15,식품,냉동/간편조리식품,7
644,4.15E+15,5.011E+15,식품,건강식품,3
645,4.155E+15,5.011E+15,여행/문화,문화컨텐츠,4
646,4.157E+15,5.011E+15,생활/건강,문구/사무용품,4
647,4.159E+15,5.011E+15,식품,기타식품,22
648,4.159E+15,5.011E+15,식품,축산,3
649,4.159E+15,5.011E+15,식품,건강식품,3
650,4.159E+15,5.013E+15,식품,냉동/간편조리식품,3
651,4.161E+15,5.011E+15,식품,건강식품,3
652,4.161E+15,5.011E+15,식품,음료,4
653,4.161E+15,5.011E+15,생활/건강,생활용품,3
654,4.18E+15,5.011E+15,여행/문화,문화컨텐츠,3
655,4.213E+15,5.013E+15,식품,기타식품,5
656,4.3113E+15,5.013E+15,식품,냉동/간편조리식품,3
657,4.371E+15,5.011E+15,식품,음료,21
658,4.42E+15,5.011E+15,식품,음료,3
659,4.427E+15,5.011E+15,식품,건강식품,3
660,4.427E+15,5.011E+15,식품,건강식품,4
661,4.514E+15,5.011E+15,생활/건강,생활용품,3
662,4.514E+15,5.013E+15,식품,수산,8
663,4.775E+15,5.011E+15,식품,농산물,5
664,4.784E+15,5.013E+15,식품,농산물,6
665,4.822E+15,5.013E+15,식품,수산,3
666,4.888E+15,5.013E+15,식품,농산물,3
667,5.011E+15,4.1135E+15,식품,농산물,4
668,5.011E+15,1.126E+15,식품,농산물,4
669,5.011E+15,1.132E+15,식품,농산물,3
670,5.011E+15,1.144E+15,식품,농산물,3
671,5.011E+15,1.153E+15,식품,농산물,3
672,5.011E+15,1.153E+15,식품,농산물,5
673,5.011E+15,1.165E+15,식품,농산물,3
674,5.011E+15,1.171E+15,식품,농산물,3
675,5.011E+15,1.174E+15,식품,농산물,3
676,5.011E+15,2.638E+15,식품,농산물,3
677,5.011E+15,2.82E+15,식품,농산물,3
678,5.011E+15,2.82E+15,식품,농산물,3
679,5.011E+15,2.917E+15,식품,농산물,3
680,5.011E+15,3.117E+15,식품,농산물,4
681,5.011E+15,4.1133E+15,식품,농산물,3
682,5.011E+15,4.1135E+15,식품,농산물,4
683,5.011E+15,4.1195E+15,식품,농산물,5
684,5.011E+15,4.121E+15,식품,농산물,3
685,5.011E+15,4.1281E+15,식품,농산물,3
686,5.011E+15,4.1281E+15,식품,농산물,3
687,5.011E+15,4.139E+15,식품,농산물,3
688,5.011E+15,4.141E+15,식품,농산물,3
689,5.011E+15,4.1461E+15,식품,농산물,3
690,5.011E+15,4.1463E+15,식품,농산물,3
691,5.011E+15,4.1465E+15,식품,농산물,4
692,5.011E+15,4.1465E+15,식품,농산물,3
693,5.011E+15,4.157E+15,식품,농산물,3
694,5.011E+15,4.272E+15,식품,농산물,3
695,5.011E+15,4.375E+15,식품,농산물,3
696,5.011E+15,4.42E+15,식품,농산물,4
697,5.011E+15,4.5111E+15,식품,농산물,3
698,5.011E+15,4.5111E+15,식품,농산물,3
699,5.011E+15,4.514E+15,식품,농산물,3
700,5.011E+15,4.519E+15,식품,농산물,3
701,5.011E+15,4.571E+15,식품,농산물,4
702,5.011E+15,4.623E+15,식품,농산물,6
703,5.011E+15,4.7111E+15,식품,농산물,5
704,5.011E+15,4.719E+15,식품,농산물,4
705,5.011E+15,4.8127E+15,식품,농산물,4
706,5.011E+15,4.831E+15,식품,농산물,3
707,5.011E+15,2.623E+15,식품,농산물,4
708,5.011E+15,2.8245E+15,식품,농산물,3
709,5.011E+15,4.1281E+15,식품,농산물,10
710,5.011E+15,4.143E+15,식품,농산물,4
711,5.011E+15,4.1463E+15,식품,농산물,3
712,5.011E+15,4.157E+15,식품,농산물,3
713,5.011E+15,4.613E+15,식품,농산물,4
714,5.011E+15,4.713E+15,식품,농산물,3
715,5.011E+15,4.8129E+15,식품,농산물,3
716,5.011E+15,1.111E+15,식품,가공식품,8
717,5.011E+15,4.139E+15,식품,기타식품,7
718,5.011E+15,4.785E+15,식품,음료,12
719,5.011E+15,2.82E+15,식품,농산물,3
720,5.011E+15,4.1271E+15,식품,농산물,8
721,5.011E+15,4.613E+15,식품,농산물,3
722,5.011E+15,4.677E+15,식품,농산물,3
723,5.011E+15,4.182E+15,식품,과자,3
724,5.011E+15,4.1117E+15,식품,기타식품,3
725,5.011E+15,2.723E+15,식품,농산물,4
726,5.011E+15,2.726E+15,식품,농산물,4
727,5.011E+15,3.017E+15,식품,농산물,7
728,5.011E+15,4.1111E+15,식품,농산물,3
729,5.011E+15,4.481E+15,식품,가공식품,4
730,5.011E+15,4.615E+15,식품,농산물,4
731,5.011E+15,4.148E+15,식품,농산물,5
732,5.011E+15,1.114E+15,식품,농산물,3
733,5.011E+15,4.145E+15,식품,가공식품,7
734,5.011E+15,2.871E+15,식품,농산물,12
735,5.011E+15,4.215E+15,식품,축산,11
736,5.011E+15,1.117E+15,화장품/미용,스킨케어,3
737,5.011E+15,4.121E+15,식품,농산물,4
738,5.011E+15,4.513E+15,식품,농산물,7
739,5.011E+15,4.122E+15,식품,농산물,3
740,5.011E+15,1.174E+15,식품,농산물,3
741,5.011E+15,4.577E+15,식품,농산물,4
742,5.011E+15,4.5111E+15,식품,농산물,4
743,5.011E+15,4.887E+15,식품,가공식품,4
744,5.011E+15,1.111E+15,패션의류,기타패션의류,10
745,5.011E+15,4.5113E+15,식품,수산,3
746,5.011E+15,4.831E+15,식품,수산,3
747,5.011E+15,4.4133E+15,식품,농산물,6
748,5.011E+15,2.611E+15,식품,축산,20
749,5.011E+15,1.147E+15,식품,수산,3
750,5.011E+15,4.141E+15,식품,수산,8
751,5.011E+15,4.155E+15,식품,수산,4
752,5.011E+15,4.211E+15,식품,농산물,13
753,5.011E+15,4.157E+15,식품,농산물,3
754,5.011E+15,1.138E+15,식품,농산물,3
755,5.011E+15,2.723E+15,식품,농산물,3
756,5.011E+15,4.136E+15,식품,농산물,3
757,5.011E+15,4.7113E+15,식품,농산물,3
758,5.011E+15,2.914E+15,식품,농산물,3
759,5.011E+15,2.638E+15,식품,농산물,4
760,5.011E+15,2.647E+15,식품,농산물,8
761,5.011E+15,2.771E+15,식품,농산물,3
762,5.011E+15,2.817E+15,식품,농산물,3
763,5.011E+15,4.373E+15,식품,농산물,3
764,5.011E+15,3.111E+15,식품,농산물,3
765,5.011E+15,4.211E+15,식품,농산물,3
766,5.011E+15,1.111E+15,식품,농산물,7
767,5.011E+15,4.729E+15,식품,농산물,5
768,5.011E+15,4.371E+15,식품,음료,3
769,5.011E+15,1.111E+15,생활/건강,음반,5
770,5.011E+15,1.144E+15,생활/건강,음반,5
771,5.011E+15,1.168E+15,생활/건강,음반,3
772,5.011E+15,4.121E+15,생활/건강,음반,4
773,5.011E+15,4.217E+15,생활/건강,음반,4
774,5.011E+15,4.4133E+15,생활/건강,음반,3
775,5.011E+15,4.833E+15,식품,농산물,16
776,5.011E+15,4.887E+15,식품,농산물,3
777,5.011E+15,1.138E+15,식품,농산물,4
778,5.011E+15,4.1173E+15,식품,농산물,3
779,5.011E+15,4.8129E+15,식품,농산물,3
780,5.011E+15,4.1131E+15,식품,농산물,3
781,5.011E+15,2.817E+15,식품,음료,3
782,5.011E+15,4.1285E+15,패션의류,상의,3
783,5.011E+15,4.427E+15,식품,축산,8
784,5.011E+15,4.8123E+15,식품,기타식품,18
785,5.011E+15,2.653E+15,식품,농산물,5
786,5.011E+15,2.92E+15,식품,기타식품,3
787,5.013E+15,2.82E+15,식품,농산물,3
788,5.013E+15,1.132E+15,식품,기타식품,3
789,5.013E+15,4.521E+15,식품,농산물,3
790,5.013E+15,2.723E+15,식품,농산물,13
791,5.013E+15,4.825E+15,식품,농산물,4
792,5.013E+15,2.8185E+15,식품,농산물,3
793,5.013E+15,4.143E+15,식품,농산물,3
794,5.013E+15,3.017E+15,식품,농산물,4
795,5.013E+15,2.9155E+15,식품,농산물,3
796,5.013E+15,1.129E+15,식품,농산물,3
797,5.013E+15,1.162E+15,식품,농산물,4
798,5.013E+15,4.15E+15,식품,농산물,6
799,5.013E+15,4.1171E+15,식품,농산물,8
800,5.013E+15,1.12E+15,식품,농산물,3
801,5.013E+15,1.1215E+15,식품,농산물,4
802,5.013E+15,1.126E+15,식품,농산물,4
803,5.013E+15,1.15E+15,식품,농산물,3
804,5.013E+15,1.156E+15,식품,농산물,5
805,5.013E+15,1.156E+15,식품,농산물,3
806,5.013E+15,2.626E+15,식품,농산물,3
807,5.013E+15,2.8185E+15,식품,농산물,3
808,5.013E+15,2.826E+15,식품,농산물,3
809,5.013E+15,2.914E+15,식품,농산물,3
810,5.013E+15,3.111E+15,식품,농산물,3
811,5.013E+15,4.1117E+15,식품,농산물,5
812,5.013E+15,4.136E+15,식품,농산물,3
813,5.013E+15,4.141E+15,식품,농산물,3
814,5.013E+15,4.1465E+15,식품,농산물,4
815,5.013E+15,4.1465E+15,식품,농산물,3
816,5.013E+15,2.826E+15,식품,농산물,5
817,5.013E+15,1.123E+15,식품,농산물,5
818,5.013E+15,2.623E+15,식품,농산물,4
819,5.013E+15,4.1135E+15,식품,농산물,3
820,5.013E+15,4.4131E+15,식품,농산물,4
821,5.013E+15,4.825E+15,식품,농산물,3
822,5.013E+15,1.15E+15,식품,농산물,3
823,5.013E+15,3.114E+15,식품,농산물,3
824,5.013E+15,2.82E+15,패션의류,기타패션의류,7
825,5.013E+15,4.679E+15,식품,농산물,3
826,5.013E+15,1.141E+15,식품,농산물,4
827,5.013E+15,1.168E+15,식품,농산물,3
828,5.013E+15,3.171E+15,식품,농산물,3
829,5.013E+15,4.277E+15,식품,농산물,4
830,5.013E+15,1.126E+15,식품,농산물,4
831,5.013E+15,1.159E+15,식품,농산물,4
832,5.013E+15,1.165E+15,식품,농산물,3
833,5.013E+15,2.635E+15,식품,농산물,4
834,5.013E+15,2.726E+15,식품,농산물,3
835,5.013E+15,3.011E+15,식품,농산물,3
836,5.013E+15,3.017E+15,식품,농산물,5
837,5.013E+15,3.12E+15,식품,농산물,3
838,5.013E+15,4.1463E+15,식품,농산물,4
839,5.013E+15,4.155E+15,식품,농산물,4
840,5.013E+15,4.159E+15,식품,농산물,3
841,5.013E+15,4.282E+15,식품,농산물,5
842,5.013E+15,4.42E+15,식품,농산물,3
843,5.013E+15,4.723E+15,식품,농산물,3
844,5.013E+15,4.827E+15,식품,농산물,3
845,5.013E+15,2.8245E+15,식품,농산물,3
846,5.013E+15,4.182E+15,식품,농산물,3
847,5.013E+15,1.123E+15,식품,농산물,3
848,5.013E+15,4.1273E+15,식품,농산물,5
849,5.013E+15,4.1461E+15,식품,농산물,3
850,5.013E+15,2.914E+15,식품,농산물,4
851,5.013E+15,2.635E+15,식품,농산물,3
852,5.013E+15,4.8121E+15,식품,농산물,3
853,5.013E+15,2.826E+15,식품,농산물,3
854,5.013E+15,4.1133E+15,식품,농산물,3
855,5.013E+15,4.3113E+15,식품,농산물,3
856,5.013E+15,4.713E+15,식품,농산물,3
857,5.013E+15,4.4131E+15,식품,농산물,16
858,5.013E+15,2.635E+15,식품,농산물,3
859,5.013E+15,4.481E+15,식품,농산물,4
860,5.013E+15,1.1545E+15,식품,농산물,6
861,5.013E+15,1.159E+15,식품,농산물,3
862,5.013E+15,4.115E+15,식품,농산물,7
863,5.013E+15,4.5113E+15,식품,농산물,4
864,5.013E+15,4.1195E+15,식품,농산물,5
865,5.013E+15,4.7111E+15,식품,농산물,5
866,5.013E+15,4.129E+15,식품,농산물,3
867,5.013E+15,4.1133E+15,식품,농산물,3
868,5.013E+15,4.122E+15,식품,농산물,4
869,5.013E+15,1.153E+15,식품,농산물,3
870,5.013E+15,1.12E+15,식품,농산물,9
871,5.013E+15,2.8237E+15,식품,농산물,3
872,5.013E+15,4.139E+15,식품,농산물,3
873,5.013E+15,4.139E+15,식품,농산물,3
874,5.013E+15,4.157E+15,식품,농산물,5
875,5.013E+15,4.4133E+15,식품,농산물,3
876,5.013E+15,4.513E+15,식품,농산물,6
877,5.013E+15,4.689E+15,식품,농산물,5
878,5.013E+15,4.825E+15,식품,농산물,3
879,5.013E+15,4.159E+15,식품,농산물,3
880,5.013E+15,1.138E+15,식품,농산물,3
881,5.013E+15,1.123E+15,식품,농산물,3
882,5.013E+15,1.123E+15,식품,농산물,5
883,5.013E+15,1.168E+15,식품,농산물,5
884,5.013E+15,4.139E+15,식품,농산물,4
885,5.013E+15,1.171E+15,식품,농산물,5
886,5.013E+15,3.014E+15,식품,농산물,3
887,5.013E+15,4.148E+15,식품,농산물,4
888,5.013E+15,4.513E+15,식품,농산물,20
889,5.013E+15,1.129E+15,식품,농산물,5
890,5.013E+15,4.1281E+15,식품,농산물,3
891,5.013E+15,4.8123E+15,식품,농산물,3
892,1.114E+15,5.013E+15,식품,냉동/간편조리식품,3
893,1.117E+15,5.011E+15,패션의류,기타패션의류,4
894,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,7
895,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,3
896,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,5
897,1.147E+15,5.011E+15,식품,건강식품,3
898,1.15E+15,5.013E+15,식품,가공식품,3
899,1.15E+15,5.013E+15,패션의류,상의,3
900,1.153E+15,5.013E+15,화장품/미용,스킨케어,4
901,1.156E+15,5.011E+15,식품,가공식품,6
902,1.165E+15,5.011E+15,여행/문화,문화컨텐츠,3
903,2.623E+15,5.011E+15,식품,기타식품,7
904,2.911E+15,5.011E+15,식품,농산물,3
905,3.02E+15,5.011E+15,생활/건강,문구/사무용품,7
906,4.1197E+15,5.011E+15,식품,가공식품,3
907,4.1285E+15,5.011E+15,패션의류,기타패션의류,8
908,4.1285E+15,5.013E+15,생활/건강,주방용품,3
909,4.1285E+15,5.013E+15,식품,건강식품,3
910,4.136E+15,5.011E+15,생활/건강,반려동물,5
911,4.136E+15,5.011E+15,생활/건강,반려동물,6
912,4.141E+15,5.011E+15,식품,가공식품,3
913,4.141E+15,5.011E+15,식품,냉동/간편조리식품,4
914,4.141E+15,5.011E+15,생활/건강,건강용품,35
915,4.141E+15,5.011E+15,패션의류,상의,4
916,4.141E+15,5.011E+15,식품,건강식품,3
917,4.141E+15,5.013E+15,화장품/미용,스킨케어,3
918,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
919,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
920,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
921,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
922,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,15
923,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
924,4.15E+15,5.011E+15,식품,건강식품,3
925,4.157E+15,5.011E+15,식품,가공식품,6
926,4.157E+15,5.011E+15,식품,가공식품,4
927,4.159E+15,5.011E+15,식품,건강식품,4
928,4.159E+15,5.013E+15,식품,냉동/간편조리식품,3
929,4.159E+15,5.011E+15,생활/건강,건강용품,40
930,4.161E+15,5.013E+15,여행/문화,문화컨텐츠,3
931,4.161E+15,5.013E+15,식품,가공식품,3
932,4.165E+15,5.011E+15,식품,가공식품,8
933,4.3111E+15,5.013E+15,식품,음료,6
934,4.3113E+15,5.011E+15,생활/건강,생활용품,3
935,4.371E+15,5.011E+15,식품,음료,4
936,4.371E+15,5.013E+15,식품,음료,3
937,4.42E+15,5.011E+15,생활/건강,건강용품,15
938,4.519E+15,5.011E+15,식품,건강식품,6
939,4.572E+15,5.011E+15,식품,과자,8
940,4.575E+15,5.011E+15,식품,가공식품,5
941,4.784E+15,5.011E+15,화장품/미용,스킨케어,4
942,4.825E+15,5.011E+15,식품,음료,3
943,4.833E+15,5.011E+15,식품,가공식품,5
944,4.873E+15,5.011E+15,식품,농산물,3
945,5.011E+15,4.157E+15,식품,수산,3
946,5.011E+15,1.138E+15,식품,농산물,3
947,5.011E+15,1.15E+15,식품,농산물,4
948,5.011E+15,1.153E+15,식품,농산물,3
949,5.011E+15,1.156E+15,식품,농산물,3
950,5.011E+15,1.159E+15,식품,농산물,3
951,5.011E+15,1.162E+15,식품,농산물,3
952,5.011E+15,1.162E+15,식품,농산물,3
953,5.011E+15,1.165E+15,식품,농산물,3
954,5.011E+15,1.168E+15,식품,농산물,4
955,5.011E+15,2.626E+15,식품,농산물,3
956,5.011E+15,2.771E+15,식품,농산물,5
957,5.011E+15,2.82E+15,식품,농산물,3
958,5.011E+15,3.12E+15,식품,농산물,3
959,5.011E+15,3.171E+15,식품,농산물,3
960,5.011E+15,4.1113E+15,식품,농산물,3
961,5.011E+15,4.1115E+15,식품,농산물,3
962,5.011E+15,4.122E+15,식품,농산물,4
963,5.011E+15,4.1281E+15,식품,농산물,3
964,5.011E+15,4.1287E+15,식품,농산물,3
965,5.011E+15,4.139E+15,식품,농산물,3
966,5.011E+15,4.139E+15,식품,농산물,4
967,5.011E+15,4.1463E+15,식품,농산물,4
968,5.011E+15,4.1465E+15,식품,농산물,3
969,5.011E+15,4.1465E+15,식품,농산물,3
970,5.011E+15,4.148E+15,식품,농산물,3
